Country,Year,Series,Value
Saint Lucia,2015,Domestic general government health expenditure (% of total government expenditure),8.4032
Saint Lucia,2016,Domestic general government health expenditure (% of total government expenditure),8.5232
Saint Lucia,2017,Domestic general government health expenditure (% of total government expenditure),8.9358
Saint Vincent & Grenadines,2000,Current health expenditure (% of GDP),4.2955
Saint Vincent & Grenadines,2005,Current health expenditure (% of GDP),4.0352
Saint Vincent & Grenadines,2010,Current health expenditure (% of GDP),4.5513
Saint Vincent & Grenadines,2015,Current health expenditure (% of GDP),4.2642
Saint Vincent & Grenadines,2016,Current health expenditure (% of GDP),4.3495
Saint Vincent & Grenadines,2017,Current health expenditure (% of GDP),4.4871
Saint Vincent & Grenadines,2000,Domestic general government health expenditure (% of total government expenditure),11.6805
Saint Vincent & Grenadines,2005,Domestic general government health expenditure (% of total government expenditure),9.0089
Saint Vincent & Grenadines,2010,Domestic general government health expenditure (% of total government expenditure),8.2073
Saint Vincent & Grenadines,2015,Domestic general government health expenditure (% of total government expenditure),9.1535
Saint Vincent & Grenadines,2016,Domestic general government health expenditure (% of total government expenditure),9.5559
Saint Vincent & Grenadines,2017,Domestic general government health expenditure (% of total government expenditure),9.4598
Samoa,2000,Current health expenditure (% of GDP),4.3966
Samoa,2005,Current health expenditure (% of GDP),4.7625
Samoa,2010,Current health expenditure (% of GDP),5.4945
Samoa,2015,Current health expenditure (% of GDP),5.6747
Samoa,2016,Current health expenditure (% of GDP),5.5321
Samoa,2017,Current health expenditure (% of GDP),5.4828
Samoa,2000,Domestic general government health expenditure (% of total government expenditure),11.7969
Samoa,2005,Domestic general government health expenditure (% of total government expenditure),10.4049
Samoa,2010,Domestic general government health expenditure (% of total government expenditure),10.3824
Samoa,2015,Domestic general government health expenditure (% of total government expenditure),11.5278
Samoa,2016,Domestic general government health expenditure (% of total government expenditure),11.5777
Samoa,2017,Domestic general government health expenditure (% of total government expenditure),11.5777
San Marino,2000,Current health expenditure (% of GDP),5.2781
San Marino,2005,Current health expenditure (% of GDP),4.9323
San Marino,2010,Current health expenditure (% of GDP),6.6244
San Marino,2015,Current health expenditure (% of GDP),7.3513
San Marino,2016,Current health expenditure (% of GDP),6.835
San Marino,2017,Current health expenditure (% of GDP),7.3641
San Marino,2000,Domestic general government health expenditure (% of total government expenditure),11.7718
San Marino,2005,Domestic general government health expenditure (% of total government expenditure),11.7718
San Marino,2010,Domestic general government health expenditure (% of total government expenditure),13.1107
San Marino,2015,Domestic general government health expenditure (% of total government expenditure),11.6137
San Marino,2016,Domestic general government health expenditure (% of total government expenditure),12.1587
San Marino,2017,Domestic general government health expenditure (% of total government expenditure),12.1587
Sao Tome and Principe,2000,Current health expenditure (% of GDP),10.5069
Sao Tome and Principe,2005,Current health expenditure (% of GDP),11.5178
Sao Tome and Principe,2010,Current health expenditure (% of GDP),6.8451
Sao Tome and Principe,2015,Current health expenditure (% of GDP),5.3868
Sao Tome and Principe,2016,Current health expenditure (% of GDP),6.2219
Sao Tome and Principe,2017,Current health expenditure (% of GDP),6.23
Sao Tome and Principe,2000,Domestic general government health expenditure (% of total government expenditure),31.9084
Sao Tome and Principe,2005,Domestic general government health expenditure (% of total government expenditure),11.52
Sao Tome and Principe,2010,Domestic general government health expenditure (% of total government expenditure),4.0994
Sao Tome and Principe,2015,Domestic general government health expenditure (% of total government expenditure),4.9368
Sao Tome and Principe,2016,Domestic general government health expenditure (% of total government expenditure),8.0028
Sao Tome and Principe,2017,Domestic general government health expenditure (% of total government expenditure),10.7623
Saudi Arabia,2000,Current health expenditure (% of GDP),4.2116
Saudi Arabia,2005,Current health expenditure (% of GDP),3.4187
Saudi Arabia,2010,Current health expenditure (% of GDP),3.6479
Saudi Arabia,2015,Current health expenditure (% of GDP),5.9983
Saudi Arabia,2016,Current health expenditure (% of GDP),5.8356
Saudi Arabia,2000,Domestic general government health expenditure (% of total government expenditure),9.1587
Saudi Arabia,2005,Domestic general government health expenditure (% of total government expenditure),8.8039
Saudi Arabia,2010,Domestic general government health expenditure (% of total government expenditure),6.8437
Saudi Arabia,2015,Domestic general government health expenditure (% of total government expenditure),10.0643
Saudi Arabia,2016,Domestic general government health expenditure (% of total government expenditure),10.0643
Senegal,2000,Current health expenditure (% of GDP),3.5693
Senegal,2005,Current health expenditure (% of GDP),3.6686
Senegal,2010,Current health expenditure (% of GDP),4.0005
Senegal,2015,Current health expenditure (% of GDP),4.3826
Senegal,2016,Current health expenditure (% of GDP),4.2728
Senegal,2017,Current health expenditure (% of GDP),4.1341
Senegal,2000,Domestic general government health expenditure (% of total government expenditure),8.96
Senegal,2005,Domestic general government health expenditure (% of total government expenditure),8.5451
Senegal,2010,Domestic general government health expenditure (% of total government expenditure),5.372
Senegal,2015,Domestic general government health expenditure (% of total government expenditure),4.6948
Senegal,2016,Domestic general government health expenditure (% of total government expenditure),4.4569
Senegal,2017,Domestic general government health expenditure (% of total government expenditure),3.8881
Serbia,2000,Current health expenditure (% of GDP),6.5038
Serbia,2005,Current health expenditure (% of GDP),8.2838
Serbia,2010,Current health expenditure (% of GDP),9.5273
Serbia,2015,Current health expenditure (% of GDP),8.8193
Serbia,2016,Current health expenditure (% of GDP),8.6458
Serbia,2017,Current health expenditure (% of GDP),8.434
Serbia,2000,Domestic general government health expenditure (% of total government expenditure),13.5682
Serbia,2005,Domestic general government health expenditure (% of total government expenditure),13.6188
Serbia,2010,Domestic general government health expenditure (% of total government expenditure),13.5614
Serbia,2015,Domestic general government health expenditure (% of total government expenditure),11.918
Serbia,2016,Domestic general government health expenditure (% of total government expenditure),11.918
Serbia,2017,Domestic general government health expenditure (% of total government expenditure),11.918
Seychelles,2000,Current health expenditure (% of GDP),4.6107
Seychelles,2005,Current health expenditure (% of GDP),4.9773
Seychelles,2010,Current health expenditure (% of GDP),4.8277
Seychelles,2015,Current health expenditure (% of GDP),4.5882
Seychelles,2016,Current health expenditure (% of GDP),5.1788
Seychelles,2017,Current health expenditure (% of GDP),5.0067
Seychelles,2000,Domestic general government health expenditure (% of total government expenditure),6.831
Seychelles,2005,Domestic general government health expenditure (% of total government expenditure),9.2893
Seychelles,2010,Domestic general government health expenditure (% of total government expenditure),8.9834
Seychelles,2015,Domestic general government health expenditure (% of total government expenditure),10.0302
Seychelles,2016,Domestic general government health expenditure (% of total government expenditure),9.5019
Seychelles,2017,Domestic general government health expenditure (% of total government expenditure),10.1392
Sierra Leone,2000,Current health expenditure (% of GDP),11.5173
Sierra Leone,2005,Current health expenditure (% of GDP),11.0377
Sierra Leone,2010,Current health expenditure (% of GDP),10.9434
Sierra Leone,2015,Current health expenditure (% of GDP),20.4134
Sierra Leone,2016,Current health expenditure (% of GDP),16.526
Sierra Leone,2017,Current health expenditure (% of GDP),13.4209
Sierra Leone,2000,Domestic general government health expenditure (% of total government expenditure),12.6994
Sierra Leone,2005,Domestic general government health expenditure (% of total government expenditure),9.5427
Sierra Leone,2010,Domestic general government health expenditure (% of total government expenditure),6.292
Sierra Leone,2015,Domestic general government health expenditure (% of total government expenditure),7.9108
Sierra Leone,2016,Domestic general government health expenditure (% of total government expenditure),7.9108
Sierra Leone,2017,Domestic general government health expenditure (% of total government expenditure),7.9108
Singapore,2000,Current health expenditure (% of GDP),3.3517
Singapore,2005,Current health expenditure (% of GDP),3.043
Singapore,2010,Current health expenditure (% of GDP),3.2485
Singapore,2015,Current health expenditure (% of GDP),4.2045
Singapore,2016,Current health expenditure (% of GDP),4.4224
Singapore,2017,Current health expenditure (% of GDP),4.4404
Singapore,2000,Domestic general government health expenditure (% of total government expenditure),6.6762
Singapore,2005,Domestic general government health expenditure (% of total government expenditure),6.9123
Singapore,2010,Domestic general government health expenditure (% of total government expenditure),7.5421
Singapore,2015,Domestic general government health expenditure (% of total government expenditure),11.1498
Singapore,2016,Domestic general government health expenditure (% of total government expenditure),11.9077
Singapore,2017,Domestic general government health expenditure (% of total government expenditure),12.5689
Slovakia,2000,Current health expenditure (% of GDP),5.3126
Slovakia,2005,Current health expenditure (% of GDP),6.5979
Slovakia,2010,Current health expenditure (% of GDP),7.8011
Slovakia,2015,Current health expenditure (% of GDP),6.8466
Slovakia,2016,Current health expenditure (% of GDP),7.095
Slovakia,2017,Current health expenditure (% of GDP),6.7425
Slovakia,2000,Domestic general government health expenditure (% of total government expenditure),9.0325
Slovakia,2005,Domestic general government health expenditure (% of total government expenditure),12.3358
Slovakia,2010,Domestic general government health expenditure (% of total government expenditure),13.2513
Slovakia,2015,Domestic general government health expenditure (% of total government expenditure),11.9725
Slovakia,2016,Domestic general government health expenditure (% of total government expenditure),13.6558
Slovakia,2017,Domestic general government health expenditure (% of total government expenditure),13.2689
Slovenia,2000,Current health expenditure (% of GDP),7.7839
Slovenia,2005,Current health expenditure (% of GDP),7.965
Slovenia,2010,Current health expenditure (% of GDP),8.5914
Slovenia,2015,Current health expenditure (% of GDP),8.4959
Slovenia,2016,Current health expenditure (% of GDP),8.4811
Slovenia,2017,Current health expenditure (% of GDP),8.187
Slovenia,2000,Domestic general government health expenditure (% of total government expenditure),12.0435
Slovenia,2005,Domestic general government health expenditure (% of total government expenditure),12.8077
Slovenia,2010,Domestic general government health expenditure (% of total government expenditure),12.6214
Slovenia,2015,Domestic general government health expenditure (% of total government expenditure),12.7044
Slovenia,2016,Domestic general government health expenditure (% of total government expenditure),13.5264
Slovenia,2017,Domestic general government health expenditure (% of total government expenditure),13.6175
Solomon Islands,2000,Current health expenditure (% of GDP),5.2535
Solomon Islands,2005,Current health expenditure (% of GDP),10.1419
Solomon Islands,2010,Current health expenditure (% of GDP),7.2579
Solomon Islands,2015,Current health expenditure (% of GDP),5.2487
Solomon Islands,2016,Current health expenditure (% of GDP),5.1707
Solomon Islands,2017,Current health expenditure (% of GDP),4.6849
Solomon Islands,2000,Domestic general government health expenditure (% of total government expenditure),23.1074
Solomon Islands,2005,Domestic general government health expenditure (% of total government expenditure),19.9525
Solomon Islands,2010,Domestic general government health expenditure (% of total government expenditure),7.5489
Solomon Islands,2015,Domestic general government health expenditure (% of total government expenditure),7.3026
Solomon Islands,2016,Domestic general government health expenditure (% of total government expenditure),7.6099
Solomon Islands,2017,Domestic general government health expenditure (% of total government expenditure),7.1658
South Africa,2000,Current health expenditure (% of GDP),7.4374
South Africa,2005,Current health expenditure (% of GDP),6.7057
South Africa,2010,Current health expenditure (% of GDP),7.4154
South Africa,2015,Current health expenditure (% of GDP),8.2009
South Africa,2016,Current health expenditure (% of GDP),8.0958
South Africa,2017,Current health expenditure (% of GDP),8.1131
South Africa,2000,Domestic general government health expenditure (% of total government expenditure),10.8566
South Africa,2005,Domestic general government health expenditure (% of total government expenditure),9.7736
South Africa,2010,Domestic general government health expenditure (% of total government expenditure),12.4453
South Africa,2015,Domestic general government health expenditure (% of total government expenditure),13.3386
South Africa,2016,Domestic general government health expenditure (% of total government expenditure),13.3386
South Africa,2017,Domestic general government health expenditure (% of total government expenditure),13.3386
South Sudan,2017,Current health expenditure (% of GDP),9.761
South Sudan,2017,Domestic general government health expenditure (% of total government expenditure),2.1062
Spain,2000,Current health expenditure (% of GDP),6.8161
Spain,2005,Current health expenditure (% of GDP),7.6729
Spain,2010,Current health expenditure (% of GDP),9.0113
Spain,2015,Current health expenditure (% of GDP),9.1092
Spain,2016,Current health expenditure (% of GDP),8.9714
Spain,2017,Current health expenditure (% of GDP),8.8731
Spain,2000,Domestic general government health expenditure (% of total government expenditure),12.4177
Spain,2005,Domestic general government health expenditure (% of total government expenditure),14.39
Spain,2010,Domestic general government health expenditure (% of total government expenditure),14.7631
Spain,2015,Domestic general government health expenditure (% of total government expenditure),14.8373
Spain,2016,Domestic general government health expenditure (% of total government expenditure),15.112
Spain,2017,Domestic general government health expenditure (% of total government expenditure),15.2847
Sri Lanka,2000,Current health expenditure (% of GDP),4.2465
Sri Lanka,2005,Current health expenditure (% of GDP),4.0097
Sri Lanka,2010,Current health expenditure (% of GDP),3.8675
Sri Lanka,2015,Current health expenditure (% of GDP),3.8899
Sri Lanka,2016,Current health expenditure (% of GDP),3.8932
Sri Lanka,2017,Current health expenditure (% of GDP),3.8114
Sri Lanka,2000,Domestic general government health expenditure (% of total government expenditure),10.1379
Sri Lanka,2005,Domestic general government health expenditure (% of total government expenditure),10.1359
Sri Lanka,2010,Domestic general government health expenditure (% of total government expenditure),7.8348
Sri Lanka,2015,Domestic general government health expenditure (% of total government expenditure),8.4013
Sri Lanka,2016,Domestic general government health expenditure (% of total government expenditure),8.5648
Sri Lanka,2017,Domestic general government health expenditure (% of total government expenditure),8.4724
Sudan,2000,Current health expenditure (% of GDP),3.6066
Sudan,2005,Current health expenditure (% of GDP),4.0942
Sudan,2010,Current health expenditure (% of GDP),5.0581
Sudan,2015,Current health expenditure (% of GDP),7.1828
Sudan,2016,Current health expenditure (% of GDP),6.4036
Sudan,2017,Current health expenditure (% of GDP),6.3418
Sudan,2000,Domestic general government health expenditure (% of total government expenditure),11.7748
Sudan,2005,Domestic general government health expenditure (% of total government expenditure),8.0995
Sudan,2010,Domestic general government health expenditure (% of total government expenditure),9.488
Sudan,2015,Domestic general government health expenditure (% of total government expenditure),18.2868
Sudan,2016,Domestic general government health expenditure (% of total government expenditure),13.1215
Sudan,2017,Domestic general government health expenditure (% of total government expenditure),8.2841
Suriname,2000,Current health expenditure (% of GDP),6.2848
Suriname,2005,Current health expenditure (% of GDP),5.615
Suriname,2010,Current health expenditure (% of GDP),5.0304
Suriname,2015,Current health expenditure (% of GDP),6.2193
Suriname,2016,Current health expenditure (% of GDP),6.2794
Suriname,2017,Current health expenditure (% of GDP),6.2298
Suriname,2000,Domestic general government health expenditure (% of total government expenditure),11.6487
Suriname,2005,Domestic general government health expenditure (% of total government expenditure),11.9373
Suriname,2010,Domestic general government health expenditure (% of total government expenditure),8.5614
Suriname,2015,Domestic general government health expenditure (% of total government expenditure),10.5244
Suriname,2016,Domestic general government health expenditure (% of total government expenditure),15.1263
Suriname,2017,Domestic general government health expenditure (% of total government expenditure),11.7768
Sweden,2000,Current health expenditure (% of GDP),7.4023
Sweden,2005,Current health expenditure (% of GDP),8.2679
Sweden,2010,Current health expenditure (% of GDP),8.4772
Sweden,2015,Current health expenditure (% of GDP),11.0037
Sweden,2016,Current health expenditure (% of GDP),10.9761
Sweden,2017,Current health expenditure (% of GDP),11.0187
Sweden,2000,Domestic general government health expenditure (% of total government expenditure),11.7354
Sweden,2005,Domestic general government health expenditure (% of total government expenditure),12.9215
Sweden,2010,Domestic general government health expenditure (% of total government expenditure),13.6754
Sweden,2015,Domestic general government health expenditure (% of total government expenditure),18.4752
Sweden,2016,Domestic general government health expenditure (% of total government expenditure),18.4226
Sweden,2017,Domestic general government health expenditure (% of total government expenditure),18.6949
Switzerland,2000,Current health expenditure (% of GDP),9.8436
Switzerland,2005,Current health expenditure (% of GDP),10.822
Switzerland,2010,Current health expenditure (% of GDP),10.6985
Switzerland,2015,Current health expenditure (% of GDP),11.8843
Switzerland,2016,Current health expenditure (% of GDP),12.2214
Switzerland,2017,Current health expenditure (% of GDP),12.3463
Switzerland,2000,Domestic general government health expenditure (% of total government expenditure),8.1604
Switzerland,2005,Domestic general government health expenditure (% of total government expenditure),9.6505
Switzerland,2010,Domestic general government health expenditure (% of total government expenditure),10.0897
Switzerland,2015,Domestic general government health expenditure (% of total government expenditure),10.6352
Switzerland,2016,Domestic general government health expenditure (% of total government expenditure),10.6067
Switzerland,2017,Domestic general government health expenditure (% of total government expenditure),11.0236
Syrian Arab Republic,2000,Current health expenditure (% of GDP),4.3496
Syrian Arab Republic,2005,Current health expenditure (% of GDP),4.1097
Syrian Arab Republic,2010,Current health expenditure (% of GDP),3.2764
Syrian Arab Republic,2000,Domestic general government health expenditure (% of total government expenditure),5.6473
Syrian Arab Republic,2005,Domestic general government health expenditure (% of total government expenditure),7.3435
Syrian Arab Republic,2010,Domestic general government health expenditure (% of total government expenditure),5.1248
Tajikistan,2000,Current health expenditure (% of GDP),4.2649
Tajikistan,2005,Current health expenditure (% of GDP),5.2102
Tajikistan,2010,Current health expenditure (% of GDP),5.7354
Tajikistan,2015,Current health expenditure (% of GDP),6.9074
Tajikistan,2016,Current health expenditure (% of GDP),7.0043
Tajikistan,2017,Current health expenditure (% of GDP),7.2288
Tajikistan,2000,Domestic general government health expenditure (% of total government expenditure),4.6243
Tajikistan,2005,Domestic general government health expenditure (% of total government expenditure),4.3021
Tajikistan,2010,Domestic general government health expenditure (% of total government expenditure),4.516
Tajikistan,2015,Domestic general government health expenditure (% of total government expenditure),6.4073
Tajikistan,2016,Domestic general government health expenditure (% of total government expenditure),5.1391
Tajikistan,2017,Domestic general government health expenditure (% of total government expenditure),5.8841
Thailand,2000,Current health expenditure (% of GDP),3.1013
Thailand,2005,Current health expenditure (% of GDP),3.1597
Thailand,2010,Current health expenditure (% of GDP),3.3901
Thailand,2015,Current health expenditure (% of GDP),3.6679
Thailand,2016,Current health expenditure (% of GDP),3.7633
Thailand,2017,Current health expenditure (% of GDP),3.746
Thailand,2000,Domestic general government health expenditure (% of total government expenditure),12.6743
Thailand,2005,Domestic general government health expenditure (% of total government expenditure),13.1444
Thailand,2010,Domestic general government health expenditure (% of total government expenditure),14.3639
Thailand,2015,Domestic general government health expenditure (% of total government expenditure),14.7915
Thailand,2016,Domestic general government health expenditure (% of total government expenditure),15.0627
Thailand,2017,Domestic general government health expenditure (% of total government expenditure),15.0278
Timor-Leste,2005,Current health expenditure (% of GDP),1.3449
Timor-Leste,2010,Current health expenditure (% of GDP),1.4271
Timor-Leste,2015,Current health expenditure (% of GDP),3.4942
Timor-Leste,2016,Current health expenditure (% of GDP),4.0206
Timor-Leste,2017,Current health expenditure (% of GDP),3.8823
Timor-Leste,2005,Domestic general government health expenditure (% of total government expenditure),3.6345
Timor-Leste,2010,Domestic general government health expenditure (% of total government expenditure),2.7105
Timor-Leste,2015,Domestic general government health expenditure (% of total government expenditure),4.5055
Timor-Leste,2016,Domestic general government health expenditure (% of total government expenditure),3.1209
Timor-Leste,2017,Domestic general government health expenditure (% of total government expenditure),5.1873
Togo,2000,Current health expenditure (% of GDP),3.3097
Togo,2005,Current health expenditure (% of GDP),3.9686
Togo,2010,Current health expenditure (% of GDP),5.9004
Togo,2015,Current health expenditure (% of GDP),6.2494
Togo,2016,Current health expenditure (% of GDP),6.577
Togo,2017,Current health expenditure (% of GDP),6.1995
Togo,2000,Domestic general government health expenditure (% of total government expenditure),2.4448
Togo,2005,Domestic general government health expenditure (% of total government expenditure),3.8008
Togo,2010,Domestic general government health expenditure (% of total government expenditure),7.4459
Togo,2015,Domestic general government health expenditure (% of total government expenditure),4.1556
Togo,2016,Domestic general government health expenditure (% of total government expenditure),4.2594
Togo,2017,Domestic general government health expenditure (% of total government expenditure),5.0529
Tonga,2000,Current health expenditure (% of GDP),2.9269
Tonga,2005,Current health expenditure (% of GDP),4.1623
Tonga,2010,Current health expenditure (% of GDP),4.741
Tonga,2015,Current health expenditure (% of GDP),4.652
Tonga,2016,Current health expenditure (% of GDP),5.1782
Tonga,2017,Current health expenditure (% of GDP),5.2693
Tonga,2000,Domestic general government health expenditure (% of total government expenditure),11.4131
Tonga,2005,Domestic general government health expenditure (% of total government expenditure),10.5927
Tonga,2010,Domestic general government health expenditure (% of total government expenditure),9.0327
Tonga,2015,Domestic general government health expenditure (% of total government expenditure),6.8444
Tonga,2016,Domestic general government health expenditure (% of total government expenditure),7.3341
Tonga,2017,Domestic general government health expenditure (% of total government expenditure),7.384
Trinidad and Tobago,2000,Current health expenditure (% of GDP),4.2349
Trinidad and Tobago,2005,Current health expenditure (% of GDP),4.4345
Trinidad and Tobago,2010,Current health expenditure (% of GDP),5.0804
Trinidad and Tobago,2015,Current health expenditure (% of GDP),6.0395
Trinidad and Tobago,2016,Current health expenditure (% of GDP),6.8703
Trinidad and Tobago,2017,Current health expenditure (% of GDP),6.9787
Trinidad and Tobago,2000,Domestic general government health expenditure (% of total government expenditure),6.7857
Trinidad and Tobago,2005,Domestic general government health expenditure (% of total government expenditure),8.8725
Trinidad and Tobago,2010,Domestic general government health expenditure (% of total government expenditure),8.0441
Trinidad and Tobago,2015,Domestic general government health expenditure (% of total government expenditure),8.3091
Trinidad and Tobago,2016,Domestic general government health expenditure (% of total government expenditure),9.7582
Trinidad and Tobago,2017,Domestic general government health expenditure (% of total government expenditure),11.2112
Tunisia,2000,Current health expenditure (% of GDP),5.0483
Tunisia,2005,Current health expenditure (% of GDP),5.3974
Tunisia,2010,Current health expenditure (% of GDP),5.884
Tunisia,2015,Current health expenditure (% of GDP),7.0074
Tunisia,2016,Current health expenditure (% of GDP),6.9962
Tunisia,2017,Current health expenditure (% of GDP),7.2325
Tunisia,2000,Domestic general government health expenditure (% of total government expenditure),10.5429
Tunisia,2005,Domestic general government health expenditure (% of total government expenditure),11.3501
Tunisia,2010,Domestic general government health expenditure (% of total government expenditure),13.0318
Tunisia,2015,Domestic general government health expenditure (% of total government expenditure),13.6966
Tunisia,2016,Domestic general government health expenditure (% of total government expenditure),13.723
Tunisia,2017,Domestic general government health expenditure (% of total government expenditure),13.6278
Turkey,2000,Current health expenditure (% of GDP),4.6219
Turkey,2005,Current health expenditure (% of GDP),4.9416
Turkey,2010,Current health expenditure (% of GDP),5.0536
Turkey,2015,Current health expenditure (% of GDP),4.1385
Turkey,2016,Current health expenditure (% of GDP),4.3143
Turkey,2017,Current health expenditure (% of GDP),4.2163
Turkey,2000,Domestic general government health expenditure (% of total government expenditure),7.1863
Turkey,2005,Domestic general government health expenditure (% of total government expenditure),10.3245
Turkey,2010,Domestic general government health expenditure (% of total government expenditure),10.8749
Turkey,2015,Domestic general government health expenditure (% of total government expenditure),9.6731
Turkey,2016,Domestic general government health expenditure (% of total government expenditure),9.6476
Turkey,2017,Domestic general government health expenditure (% of total government expenditure),9.689
Turkmenistan,2000,Current health expenditure (% of GDP),6.8916
Turkmenistan,2005,Current health expenditure (% of GDP),9.5553
Turkmenistan,2010,Current health expenditure (% of GDP),4.9964
Turkmenistan,2015,Current health expenditure (% of GDP),6.2979
Turkmenistan,2016,Current health expenditure (% of GDP),6.6211
Turkmenistan,2017,Current health expenditure (% of GDP),6.9304
Turkmenistan,2000,Domestic general government health expenditure (% of total government expenditure),13.336
Turkmenistan,2005,Domestic general government health expenditure (% of total government expenditure),10.2729
Turkmenistan,2010,Domestic general government health expenditure (% of total government expenditure),8.7117
Turkmenistan,2015,Domestic general government health expenditure (% of total government expenditure),8.7115
Turkmenistan,2016,Domestic general government health expenditure (% of total government expenditure),8.7137
Turkmenistan,2017,Domestic general government health expenditure (% of total government expenditure),8.7139
Tuvalu,2000,Current health expenditure (% of GDP),24.2439
Tuvalu,2005,Current health expenditure (% of GDP),11.3591
Tuvalu,2010,Current health expenditure (% of GDP),16.4009
Tuvalu,2015,Current health expenditure (% of GDP),16.6996
Tuvalu,2016,Current health expenditure (% of GDP),16.8842
Tuvalu,2017,Current health expenditure (% of GDP),17.1426
Tuvalu,2000,Domestic general government health expenditure (% of total government expenditure),11.9361
Tuvalu,2005,Domestic general government health expenditure (% of total government expenditure),11.6213
Tuvalu,2010,Domestic general government health expenditure (% of total government expenditure),14.7879
Tuvalu,2015,Domestic general government health expenditure (% of total government expenditure),10.8596
Tuvalu,2016,Domestic general government health expenditure (% of total government expenditure),10
Tuvalu,2017,Domestic general government health expenditure (% of total government expenditure),10
Uganda,2000,Current health expenditure (% of GDP),7.5605
Uganda,2005,Current health expenditure (% of GDP),11.3637
Uganda,2010,Current health expenditure (% of GDP),10.5157
Uganda,2015,Current health expenditure (% of GDP),6.7875
Uganda,2016,Current health expenditure (% of GDP),6.4068
Uganda,2017,Current health expenditure (% of GDP),6.2654
Uganda,2000,Domestic general government health expenditure (% of total government expenditure),9.4769
Uganda,2005,Domestic general government health expenditure (% of total government expenditure),14.1946
Uganda,2010,Domestic general government health expenditure (% of total government expenditure),7.6043
Uganda,2015,Domestic general government health expenditure (% of total government expenditure),5.1353
Uganda,2016,Domestic general government health expenditure (% of total government expenditure),5.1353
Uganda,2017,Domestic general government health expenditure (% of total government expenditure),5.1353
Ukraine,2000,Current health expenditure (% of GDP),5.3069
Ukraine,2005,Current health expenditure (% of GDP),6.3462
Ukraine,2010,Current health expenditure (% of GDP),6.8123
Ukraine,2015,Current health expenditure (% of GDP),6.9454
Ukraine,2016,Current health expenditure (% of GDP),6.7563
Ukraine,2017,Current health expenditure (% of GDP),6.9953
Ukraine,2000,Domestic general government health expenditure (% of total government expenditure),7.0812
Ukraine,2005,Domestic general government health expenditure (% of total government expenditure),8.4319
Ukraine,2010,Domestic general government health expenditure (% of total government expenditure),7.5005
Ukraine,2015,Domestic general government health expenditure (% of total government expenditure),6.6355
Ukraine,2016,Domestic general government health expenditure (% of total government expenditure),7.0286
Ukraine,2017,Domestic general government health expenditure (% of total government expenditure),7.4239
United Arab Emirates,2000,Current health expenditure (% of GDP),2.3741
United Arab Emirates,2005,Current health expenditure (% of GDP),2.3202
United Arab Emirates,2010,Current health expenditure (% of GDP),3.8787
United Arab Emirates,2015,Current health expenditure (% of GDP),3.5836
United Arab Emirates,2016,Current health expenditure (% of GDP),3.4034
United Arab Emirates,2017,Current health expenditure (% of GDP),3.3343
United Arab Emirates,2000,Domestic general government health expenditure (% of total government expenditure),7.5661
United Arab Emirates,2005,Domestic general government health expenditure (% of total government expenditure),8.3768
United Arab Emirates,2010,Domestic general government health expenditure (% of total government expenditure),8.5268
United Arab Emirates,2015,Domestic general government health expenditure (% of total government expenditure),7.8905
United Arab Emirates,2016,Domestic general government health expenditure (% of total government expenditure),7.8905
United Arab Emirates,2017,Domestic general government health expenditure (% of total government expenditure),7.8905
United Kingdom,2000,Current health expenditure (% of GDP),5.9716
United Kingdom,2005,Current health expenditure (% of GDP),7.1746
United Kingdom,2010,Current health expenditure (% of GDP),8.4339
United Kingdom,2015,Current health expenditure (% of GDP),9.6868
United Kingdom,2016,Current health expenditure (% of GDP),9.699
United Kingdom,2017,Current health expenditure (% of GDP),9.6317
United Kingdom,2000,Domestic general government health expenditure (% of total government expenditure),13.7715
United Kingdom,2005,Domestic general government health expenditure (% of total government expenditure),14.5087
United Kingdom,2010,Domestic general government health expenditure (% of total government expenditure),15.0291
United Kingdom,2015,Domestic general government health expenditure (% of total government expenditure),18.3611
United Kingdom,2016,Domestic general government health expenditure (% of total government expenditure),18.7685
United Kingdom,2017,Domestic general government health expenditure (% of total government expenditure),18.7396
United Rep. of Tanzania,2000,Current health expenditure (% of GDP),3.4006
United Rep. of Tanzania,2005,Current health expenditure (% of GDP),6.4139
United Rep. of Tanzania,2010,Current health expenditure (% of GDP),5.2991
United Rep. of Tanzania,2015,Current health expenditure (% of GDP),3.6496
United Rep. of Tanzania,2016,Current health expenditure (% of GDP),3.9635
United Rep. of Tanzania,2017,Current health expenditure (% of GDP),3.6455
United Rep. of Tanzania,2000,Domestic general government health expenditure (% of total government expenditure),6.052
United Rep. of Tanzania,2005,Domestic general government health expenditure (% of total government expenditure),12.6199
United Rep. of Tanzania,2010,Domestic general government health expenditure (% of total government expenditure),7.2644
United Rep. of Tanzania,2015,Domestic general government health expenditure (% of total government expenditure),7.3306
United Rep. of Tanzania,2016,Domestic general government health expenditure (% of total government expenditure),9.5214
United Rep. of Tanzania,2017,Domestic general government health expenditure (% of total government expenditure),9.5214
United States of America,2000,Current health expenditure (% of GDP),12.5025
United States of America,2005,Current health expenditure (% of GDP),14.5421
United States of America,2010,Current health expenditure (% of GDP),16.412
United States of America,2015,Current health expenditure (% of GDP),16.8399
United States of America,2016,Current health expenditure (% of GDP),17.1973
United States of America,2017,Current health expenditure (% of GDP),17.0613
United States of America,2000,Domestic general government health expenditure (% of total government expenditure),16.159
United States of America,2005,Domestic general government health expenditure (% of total government expenditure),17.9354
